,Unnamed: 0,song_id,song_name,album,artist,duration(ms),release_date,acousticness,danceability,energy,insturmentalness,key,liveness,loudness,mode,spechiness,tempo,time_signature,valence,popularity,binary_popularity
376,76,0hvOu1yvUgbjNrzXfWVLYS,TOGETHER,PROGRESSO VOL 2,Alesso,228395,2021-06-04,0.00124,0.716,0.861,0.874,7,0.181,-4.313,1,0.0405,123.997,4,0.128,37,0
377,77,54ZPmGE1uOG9IYoUBSRSp7,City Of Dreams - Radio Edit,City Of Dreams,Dirty South,226866,2013-01-01,0.00292,0.478,0.818,0.00789,4,0.438,-5.076,1,0.0377,127.953,4,0.163,58,0
378,78,4J7CKHCF3mdL4diUsmW8lq,Under Control (feat. Hurts),Motion,Calvin Harris,184280,2014-10-31,0.129,0.544,0.915,0.000914,8,0.115,-3.405,1,0.0841,126.094,4,0.51,75,1
379,79,16QlvcrfQPyRLfbxcXu0VG,Therapy,Therapy,Timmy Trumpet,150752,2019-10-31,0.00183,0.504,0.896,0.0284,10,0.134,-6.249,0,0.044,149.936,4,0.0393,55,0
380,80,0ct6r3EGTcMLPtrXHDvVjc,The Nights,The Days / Nights,Avicii,176658,2014-01-01,0.0166,0.527,0.835,0.0,6,0.249,-5.298,1,0.0433,125.983,4,0.654,86,1
381,81,0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),Nothing but the Beat (Ultimate Edition),David Guetta,245040,2012-12-07,0.0679,0.604,0.787,0.15,0,0.127,-3.674,0,0.103,126.062,4,0.301,82,1
382,82,1DFD5Fotzgn6yYXkYsKiGs,Piece Of Your Heart,Piece Of Your Heart,MEDUZA,152913,2019-02-01,0.0404,0.677,0.744,0.00016,10,0.074,-6.806,0,0.0295,124.08,4,0.631,78,1
383,83,0vZCG0H9KhtU7K8MEUVAoV,Tsunami,Tsunami,DVBBS,236706,2013-09-02,0.0483,0.699,0.839,0.655,4,0.0897,-5.353,0,0.0481,128.026,4,0.264,66,0
384,84,0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,In My Mind,Dynoro,184560,2018-06-08,0.176,0.694,0.77,1.1e-05,6,0.118,-5.335,1,0.149,125.905,4,0.163,80,1
385,85,5Q1B6Qkqj142AwhDqNuMm3,I'm Not Sorry,I'm Not Sorry,Hardwell,186093,2019-03-08,0.121,0.649,0.821,0.0,4,0.0771,-3.812,1,0.0553,128.094,4,0.343,43,0
386,86,6eIacmhkE82vZlMDnGS7aP,Bad (feat. Vassy) - Radio Edit,Listen,David Guetta,170625,2014-11-21,0.00125,0.614,0.972,0.0186,5,0.328,-3.927,0,0.088,127.966,4,0.411,68,0
387,87,5L2l7mI8J1USMzhsmdjat9,Red Lights,A Town Called Paradise,Tiësto,262200,2014-06-13,0.000629,0.654,0.83,1.13e-06,10,0.121,-4.801,1,0.0366,124.989,4,0.548,67,0
388,88,0pjMTISKHTJkogN1BPZxaC,Paradise - Tiësto Remix,Princess of China,Coldplay,286346,2012-06-01,0.0123,0.637,0.736,0.14,2,0.0798,-6.003,0,0.0404,130.015,4,0.643,53,0
389,89,3MOECVkNshqHYTPt5DZcdN,Five More Hours,Good Evening,Deorro,211975,2017-03-31,0.0288,0.699,0.883,0.0,5,0.817,-3.226,0,0.219,127.961,4,0.499,72,0
390,90,0NIC4unbe5KZOp1d9T7OaF,Secrets,"Club Life, Vol. 4 - New York City",Tiësto,250946,2015-05-18,0.000329,0.648,0.812,0.0369,11,0.0857,-7.585,0,0.0414,128.178,4,0.122,64,0
391,91,2ldAdghnrO34HPcZ0IWfTu,Ten Feet Tall,Forget The World (Deluxe),AFROJACK,229149,2014-01-01,0.0336,0.523,0.861,0.0,0,0.144,-3.447,1,0.0644,127.049,4,0.346,62,0
392,92,06h3McKzmxS8Bx58USHiMq,Silhouettes - Original Radio Edit,Silhouettes,Avicii,211880,2012-04-27,0.155,0.605,0.8,0.0562,5,0.121,-6.235,0,0.0545,128.074,4,0.836,66,0
393,93,2Kl1E3NdbzT7vVi93TffoX,Pompeii - Audien Remix,Pompeii (Audien Remix),Bastille,352968,2014-01-01,0.00364,0.649,0.792,2.87e-05,9,0.104,-3.505,1,0.043,128.032,4,0.235,51,0
394,94,4lqbe8my0w3QW7UrwCO5pu,Reason - Radio Edit,Collateral,NERVO,213881,2015-07-24,0.117,0.536,0.883,0.000752,8,0.703,-2.019,0,0.053,128.018,4,0.439,43,0
395,95,07nH4ifBxUB4lZcsf44Brn,Blame (feat. John Newman),Motion,Calvin Harris,212960,2014-10-31,0.0287,0.414,0.857,0.00574,0,0.343,-4.078,0,0.0808,128.024,4,0.348,79,1
396,96,318BLBNwOt9H0RrQv0Eiwj,The Spark - Tiësto vs twoloud Remix,The Spark (Remixes),AFROJACK,276109,2013-01-01,0.0072,0.653,0.886,0.00676,11,0.0561,-4.979,1,0.0642,128.017,4,0.35,36,0
397,97,6Bz6Rsp8GyeK4yL7APYYX3,Dreamer - Matisse & Sadko Remix,Dreamer (Remixes),Axwell /\ Ingrosso,250809,2018-02-02,0.0271,0.514,0.878,0.000356,10,0.142,-4.498,1,0.038,125.988,4,0.249,51,0
398,98,2D20D6gxMn8iJV4ij30DIV,Habits (Stay High) - The Chainsmokers Radio Edit,Habits (Stay High) [The Chainsmokers Radio Edit],Tove Lo,264920,2014-03-03,0.00422,0.678,0.825,0.00235,10,0.131,-5.923,1,0.0367,128.018,4,0.0388,54,0
399,99,4JYY1N1lzElZJhKl8hpyAT,Beam - Dannic Radio Mix,Beam (Dannic Mix),Mako,168838,2013-12-16,0.00229,0.416,0.843,7.84e-06,1,0.275,-4.72,0,0.0509,127.941,4,0.445,47,0
400,0,7xghXOM3CaIK6wmR0xW1XS,Feeling You,Feeling You,Harrison Storm,201195,2018-05-25,0.664,0.644,0.501,0.164,1,0.124,-9.374,0,0.0302,103.988,4,0.158,64,0
401,1,6b8PHE00l7WMDNtR7OesKi,Tiny Fires,Tiny Fires,Toby Johnson,256500,2020-07-10,0.537,0.417,0.408,0.0,1,0.102,-11.596,0,0.0591,85.905,4,0.223,0,0
402,2,1mX2TKB6RMF5I3OtvknErL,All My Love (Acoustic),All My Love,Imaginary Future,163892,2018-04-06,0.907,0.535,0.267,0.000214,6,0.13,-11.652,1,0.0344,148.647,4,0.32,0,0
403,3,2XiZN924Dye5VCgl2skr5M,Girl in Calico,Grey Fidelity,Tow'rs,283099,2017-03-10,0.828,0.431,0.192,0.501,0,0.076,-13.585,1,0.0297,94.045,4,0.0388,48,0
404,4,3ccDb4UqLC54IoFJ8LmFoy,I'll Be Around,I'll Be Around,Garrett Kato,186954,2018-09-28,0.723,0.659,0.302,1.51e-05,1,0.111,-12.283,1,0.0296,79.024,1,0.331,62,0
405,5,1MlbQf2LPIHAdr9LU35IAC,Stay With Me,Paperweights,Roo Panes,196640,2015-03-04,0.85,0.651,0.132,0.00161,2,0.0871,-13.639,1,0.0382,142.086,4,0.294,29,0
406,6,3V78OHkbhsmOv13MbBRnxt,Almost Home,Almost Home,Luke Sital-Singh,196758,2020-02-07,0.792,0.323,0.443,0.0,7,0.129,-9.004,1,0.0406,81.313,4,0.641,28,0
407,7,5qErgbPbzaIHzCnT5DQk3N,Coming Home,The Ghost in Your Smile,Jarle Skavhellen,279226,2018-05-11,0.598,0.332,0.437,0.743,0,0.138,-11.485,1,0.0329,114.977,4,0.112,37,0
408,8,7tb0pW1o2l9LAASgSklDbG,Home,"Best Indie Folk of 2020, Vol. 2",Various Artists,190503,2020-12-27,0.767,0.543,0.397,0.0018,1,0.127,-12.214,1,0.0308,164.995,3,0.655,12,0
409,9,2Xi1npvIzsGN8mkcyAGM36,Nowhere To Be Found,Fluke,Frances Luke Accord,168604,2016-05-20,0.686,0.645,0.405,0.000122,4,0.103,-11.891,1,0.0331,93.052,4,0.34,24,0
410,10,4BrGYhbT975hwXXPBUqXNY,Girl - Acoustic,Girl,SYML,211881,2018,0.945,0.413,0.272,0.0271,1,0.112,-11.568,1,0.0317,109.687,4,0.354,59,0
411,11,3W7NOrpfINmBpIZoHTl5yL,All The Gold,All The Gold,Alivan Blu,174039,2020-12-17,0.904,0.652,0.407,7.9e-05,11,0.116,-12.018,1,0.0276,104.99,4,0.343,40,0
412,12,4fGgmcD5Ke4I4ZfJ1hZeiW,Never Stop,Never Stop,Tyler Brown Williams,249466,2020-03-20,0.678,0.256,0.365,0.0505,1,0.114,-13.588,1,0.0287,159.93,3,0.162,38,0
413,13,2kycJzQpJO3QRQsoY96poa,London's Song,"Best Indie Folk of 2020, Vol. 1",Various Artists,178573,2020-12-27,0.928,0.562,0.266,0.000626,4,0.0983,-14.852,1,0.0409,88.969,4,0.493,17,0
414,14,0pqnNiTcSnMh09MD7nFt76,Floating,"Caught Up In The Wire, No More",Tay Oskee,195324,2020-11-06,0.531,0.686,0.531,0.00755,8,0.107,-12.173,1,0.0801,99.02,4,0.268,57,0
415,15,0JIGBObzd2N4gv8xDeJIQz,Blue Eyes,Blue Eyes,Jordy Maxwell,237377,2017-10-27,0.657,0.429,0.42,2.87e-05,7,0.0727,-12.409,0,0.0391,114.032,4,0.471,51,0
416,16,6fHxhF7Txvu1tbCsk9PboQ,A Thousand Hues,Yonder,Sean Christopher,270960,2018-05-11,0.8,0.528,0.23,0.00796,11,0.107,-17.422,1,0.0336,96.3,4,0.28,6,0
417,17,6p4mASLulKdpNFLxQhs0ff,Real Peach,The Wilds,Henry Jamison,233289,2017-10-27,0.398,0.579,0.559,0.000206,1,0.0817,-7.338,1,0.0325,151.985,4,0.328,52,0
418,18,7mPtXoZqVIRHSWjWzca85k,Heartbeat,Heartbeat,SAILR,191933,2019-07-26,0.364,0.509,0.423,0.0975,11,0.101,-15.506,1,0.0285,80.063,4,0.446,45,0
419,19,3FnLXcAYQtVRflOL6bnT5u,Re: Stacks,Re: Stacks,Kina Grannis,311612,2022-08-12,0.944,0.781,0.196,0.0111,10,0.142,-17.31,1,0.0365,124.049,4,0.429,20,0
420,20,3bUecZtcTutQQtieCoXzgx,Ophelia,Quiet Man (Deluxe Edition),Roo Panes,301173,2019-05-10,0.608,0.277,0.292,0.0,11,0.103,-12.961,1,0.0292,133.772,4,0.109,33,0
421,21,3XDiVIBvsHPIAxWoBfPt42,Mystery,Mystery,Plàsi,222293,2019-09-20,0.829,0.568,0.0715,0.0391,1,0.112,-16.327,1,0.0352,120.269,4,0.146,37,0
422,22,2WMF5i6ClS9GEeM34MHEji,Man Overboard,Mexico,Ed Patrick,215413,2017-10-20,0.702,0.467,0.276,0.148,3,0.12,-14.288,1,0.0412,97.071,4,0.222,44,0
423,23,5g759dIqVspdTQ8PKnAiqE,Sink,Sink,Elkvilla,326002,2019-03-29,0.279,0.517,0.319,0.0477,10,0.114,-11.665,0,0.0293,123.071,4,0.116,27,0
424,24,5wQci5VCUjdbKnRD61XYwu,The Flood,In Deepest Blue (Bonus Track Version),Joshua Hyslop,261640,2016-10-21,0.554,0.577,0.446,0.0782,6,0.116,-11.343,1,0.0313,81.005,4,0.262,56,0
425,25,6GgWI2t7G0bgUzVoZDlM6R,"I Got You, Honey",EP,Ocie Elliott,161586,2018-10-19,0.965,0.554,0.232,0.525,0,0.105,-16.078,1,0.0355,149.867,4,0.0772,61,0
426,26,7qVx8zjFbDJVWpNz0aLQ7t,Birds and Daisies,"Best Indie Folk of 2020, Vol. 1",Various Artists,208000,2020-12-27,0.832,0.658,0.155,0.0278,7,0.0908,-16.708,1,0.0346,108.025,4,0.252,15,0
427,27,7LdUTzOChvJJbJPZNhJj5X,Evermore,Evermore,Hollow Coves,223846,2020-06-19,0.592,0.409,0.482,0.00448,8,0.078,-9.917,1,0.0269,78.987,4,0.335,59,0
428,28,2BadLekL4fUfGsxh74Yey8,I Don't Want to Let You Go,Only Pieces of the Truth,Jordan Hart,215685,2021-03-12,0.935,0.402,0.414,0.0156,9,0.102,-12.696,1,0.0272,84.002,4,0.327,45,0
429,29,6GqOv4UGvKMbDvpO8iqkxZ,Blood Wolf Moon,"Best Indie Folk of 2020, Vol. 1",Various Artists,180010,2020-12-27,0.806,0.445,0.338,0.0109,9,0.121,-10.928,1,0.0305,109.918,4,0.318,18,0
430,30,4tRt91OQSbE9eFA3RwgqSd,The Only Boy Awake,The Only Boy Awake,Meadows,163294,2016-10-21,0.61,0.52,0.48,0.0344,5,0.107,-10.288,1,0.0303,122.086,4,0.405,54,0
431,31,66deoxrDAEK7Qg1p0Vioxe,Love Brought Weight,Old Sea Brigade,Old Sea Brigade,185746,2016-01-22,0.699,0.366,0.327,0.363,7,0.0759,-15.603,1,0.0344,116.66,4,0.066,64,0
432,32,54DX8jYcXYuXhZHGp9DFQD,Another Way Around,Nothing is Lost,Luca Fogale,204017,2020-09-18,0.792,0.402,0.293,0.000177,0,0.122,-12.794,0,0.0376,107.915,4,0.25,0,0
433,33,4mSE4jo6Ra9by8r8XTZ7OK,Sounds Like Help,You and Me for Now,Austin Basham,207800,2018-07-27,0.652,0.623,0.444,1.62e-06,0,0.119,-8.585,1,0.0276,126.015,4,0.137,39,0
434,34,27J740Pp6TIPyjNsWDCfRL,Above the Water,"Best Indie Folk of 2021, Vol. 2",Various Artists,196400,2021-12-27,0.838,0.684,0.147,6.38e-05,4,0.0884,-14.216,1,0.0449,129.957,4,0.105,8,0
435,35,1jpMsR7pZ56267QsvCOhci,Saving Us a Riot,Volition,Phoria,257516,2016-06-03,0.723,0.475,0.137,0.129,3,0.124,-16.239,0,0.032,129.623,4,0.057,43,0
436,36,7CTVIpoQqwCki0Lprz0ez6,Madeleine,Madeleine,Alexander Biggs,180000,2019-10-22,0.664,0.642,0.332,8.28e-05,8,0.0847,-11.23,1,0.0348,130.153,4,0.325,47,0
437,37,73EWPau4HCJc4Pra7cOYs6,Love You've Lost,"Best Indie Folk of 2020, Vol. 1",Various Artists,219642,2020-12-27,0.574,0.519,0.559,0.00338,11,0.248,-11.023,0,0.0647,171.831,4,0.378,15,0
438,38,2YED9VicGdL1YlRW0T16oN,Saturdays,Saturdays,Simen Mitlid,208906,2019-01-11,0.9,0.573,0.153,0.00166,4,0.117,-17.318,1,0.0341,147.963,4,0.231,26,0
439,39,0w12cRuemDS6oZmQdPuhJx,Homeplace,"Best Indie Folk of 2020, Vol. 2",Various Artists,254394,2020-12-27,0.95,0.435,0.346,0.912,7,0.113,-13.943,1,0.0377,105.075,4,0.298,12,0
440,40,72jCfaysKejfSmAF001IZ0,Lake,"Best Indie Folk of 2020, Vol. 1",Various Artists,192000,2020-12-27,0.889,0.244,0.333,0.0552,0,0.0821,-12.67,1,0.036,171.176,4,0.256,16,0
441,41,1eTY4GvB716CI0mZkq1Ruo,I Will Love You Still,There Is Time,Titus Haug,273013,2017-04-10,0.46,0.593,0.298,1.06e-06,8,0.0825,-10.167,1,0.0274,110.016,4,0.097,27,0
442,42,6OuSN6Fpxxy7gzP07esjru,Collide,Collide,Tom Speight,187149,2019-04-12,0.618,0.592,0.533,0.0117,4,0.0588,-9.749,1,0.0339,96.363,4,0.205,40,0
443,43,3tYxKAyobf4vuLx7smDgO7,In the Rust,"Best Indie Folk of 2020, Vol. 1",Various Artists,219000,2020-12-27,0.199,0.553,0.58,0.000704,5,0.105,-7.631,1,0.026,78.018,3,0.519,15,0
444,44,104JzdPHJF24tmJruWVgZR,Chicago Song,Resolute,Stu Larsen,212866,2017-07-21,0.234,0.73,0.658,0.00052,8,0.11,-11.942,1,0.0463,101.999,4,0.748,42,0
445,45,3SxMBVdL2gxhX5V5dXF9jy,Lost Sparks,Bluebird,Canyon City,225400,2019-04-05,0.757,0.548,0.3,9.28e-06,4,0.0851,-12.71,1,0.0298,135.902,4,0.264,44,0
446,46,2VvTMIXG760UiG9OSiFt9j,Real Estate,Real Estate,Adam Melchor,216000,2018-12-04,0.953,0.493,0.284,0.00739,2,0.151,-12.815,1,0.0309,79.959,4,0.199,55,0
447,47,12AexVPrdGTxPcbBEPSziz,The Fall,"Best Indie Folk of 2021, Vol. 1",Various Artists,206502,2021-12-27,0.871,0.539,0.562,7.02e-05,0,0.0851,-8.73,1,0.027,90.033,4,0.196,9,0
448,48,5ZUnTLgmih1UN1ZP9FCHOp,Fletcher Bay,Fletcher Bay,Harry Pane,190133,2017-03-03,0.779,0.561,0.396,1.42e-06,1,0.249,-11.19,1,0.0414,85.75,4,0.53,0,0
449,49,6LM54uQMY6h7SevTK5P081,Closer to the Sun,"Best Indie Folk of 2020, Vol. 2",Various Artists,227763,2020-12-27,0.93,0.46,0.284,0.00438,0,0.138,-13.413,1,0.0279,94.531,4,0.366,10,0
450,50,55RuejVnozDHVVFKMLAIY3,All My Life,All My Life,SAILR,177960,2019-08-30,0.651,0.399,0.225,0.166,0,0.0633,-16.985,1,0.0321,100.101,4,0.0503,36,0
451,51,7lWKpA4JZrGVqYURuz7cnu,Change It All,Change It All,Harrison Storm,247413,2017-09-22,0.631,0.446,0.303,0.00516,10,0.118,-12.504,1,0.0439,120.636,4,0.24,56,0
452,52,13lJLkkTyqbiAZbEJ0aSBd,Lights Off,EPs 2014 - 2016,Charlie Cunningham,233084,2014,0.856,0.644,0.337,0.0,7,0.0804,-11.665,1,0.0478,149.853,4,0.409,16,0
453,53,3cMdeyweu4su6j6lADkRCn,Young Rivers,Young Rivers,Days of August,237036,2019-08-21,0.671,0.609,0.356,0.000481,11,0.102,-12.116,1,0.033,91.528,4,0.3,42,0
454,54,2v1FlhDa5ltirXtcPWnAxV,Runaway,"Best Indie Folk of 2020, Vol. 1",Various Artists,218104,2020-12-27,0.84,0.423,0.299,0.0626,10,0.108,-15.238,1,0.0309,93.849,4,0.251,16,0
455,55,5Kdg1xQa6pQACBTxRa2faR,Little Piece of Nothing,Echo,Dave Thomas Junior,295486,2018-11-30,0.933,0.258,0.29,0.0786,11,0.0727,-14.464,1,0.0298,158.156,4,0.0911,39,0
456,56,3EapLR52jlyZQThOthMqpa,North Swallow,Barn Swallow,Barn Swallow,197933,2016-03-25,0.438,0.566,0.657,1.49e-05,2,0.0926,-6.146,1,0.0314,125.19,4,0.383,22,0
457,57,5N5FHrP1J3qusicukPFcTQ,Behind the Light,Ash & Stone,Joshua Hyslop,171786,2020-09-11,0.658,0.208,0.442,0.555,1,0.131,-13.192,1,0.0308,82.067,5,0.534,54,0
458,58,5bWDQZpEhM7byGJUJa4Vi3,As You Go,"Best Indie Folk of 2020, Vol. 1",Various Artists,180533,2020-12-27,0.818,0.404,0.162,0.000823,4,0.0975,-16.553,1,0.0334,109.389,4,0.281,16,0
459,59,0T0EXyGFrBjnavNQ6iwuKi,All I Need Is You,Face the World,Brandon Jenner,247826,2018-07-20,0.771,0.48,0.394,0.306,9,0.118,-12.976,1,0.0292,80.019,4,0.397,31,0
460,60,6AxwRtVRn8GIT4e2vIVgXe,Maria,"Best Indie Folk of 2021, Vol. 1",Various Artists,136070,2021-12-27,0.843,0.589,0.282,0.053,8,0.131,-14.658,1,0.0381,96.993,4,0.301,7,0
461,61,1cIXqC75Zx6nwoYOfFyCae,Bloom,Bloom,LULLANAS,173924,2020-10-23,0.896,0.57,0.371,0.0,3,0.114,-10.314,1,0.0306,94.921,4,0.308,58,0
462,62,0DOUO2YQnDrD5ad3qXA0vO,Hope,Ode to a Friend,Old Sea Brigade,184013,2019-01-04,0.945,0.583,0.257,0.43,1,0.137,-15.534,1,0.0315,106.059,4,0.313,57,0
463,63,5hHuux42yF2Wedmm1hX09V,It Won't Be Long,It Won't Be Long,Okay Mann,228210,2018-12-01,0.886,0.636,0.283,1.44e-05,3,0.0989,-12.356,1,0.0333,113.885,5,0.594,37,0
464,64,2Dzhwe90lhHXVU6lk7Nx0H,At Home,Cult Classic,Jon Bryant,226640,2019-05-17,0.777,0.378,0.52,0.0888,11,0.0979,-10.965,1,0.0382,73.744,4,0.357,51,0
465,65,2oSROoJ1KZfAblqjemirxw,Disappearing Light,"Best Indie Folk of 2021, Vol. 4",Various Artists,222213,2021-12-27,0.831,0.593,0.322,0.00095,10,0.114,-13.804,1,0.0305,146.857,4,0.341,10,0
466,66,3Vkk3IkuN6NrTkQDsiHThO,Autumn,Autumn,Lists,232120,2016-10-07,0.417,0.429,0.481,0.757,1,0.158,-9.704,1,0.0273,100.802,4,0.268,34,0
467,67,5Ro1ro11DKVn7lwRJ5gDRR,By the River,Resolute,Stu Larsen,420040,2017-07-21,0.694,0.452,0.261,0.0168,2,0.107,-16.227,0,0.0309,142.813,4,0.134,25,0
468,68,6ozl5zWAZzaonSYbyQvL9H,One Word,"Best Indie Folk of 2020, Vol. 2",Various Artists,182596,2020-12-27,0.449,0.626,0.598,1.76e-05,3,0.102,-5.636,1,0.0277,103.97,4,0.402,11,0
469,69,3KAQ4xe2sR6IiltZw8HSA5,All Is Well,You and Me for Now,Austin Basham,256680,2018-07-27,0.856,0.316,0.413,0.00245,11,0.143,-12.216,1,0.0334,155.69,4,0.245,56,0
470,70,1B62o4CbdL9ckGvwsz2cgn,Where's My Love,SYML,SYML,202000,2019-05-03,0.868,0.604,0.36,0.0343,0,0.112,-10.109,0,0.0253,103.985,4,0.37,81,1
471,71,3P6fiFnHTkaryP2WmwV6Ch,Answers,Answers,The Franklin Electric,167732,2022-05-06,0.803,0.406,0.423,0.0,1,0.068,-11.508,0,0.057,106.526,4,0.714,53,0
472,72,3LyIVfL6nJDAJIiEQCu3iM,I'd Be a Fool,I'd Be a Fool,The Boy and His Dog,213510,2018-04-17,0.491,0.661,0.491,0.648,2,0.133,-16.241,1,0.0411,93.956,4,0.218,33,0
473,73,6t8fO77SHrCqszDxX1CRMl,Motives,Forest Park,Davis John Patton,243478,2019-05-24,0.849,0.512,0.159,1.75e-06,10,0.103,-11.108,1,0.0305,137.896,4,0.0797,43,0
474,74,0d9UAfLZnNNKhr5zUd9nfv,Faux,Faux,Ed Tullett,272172,2014-06-23,0.86,0.242,0.421,0.233,11,0.108,-12.129,1,0.0309,144.937,3,0.25,0,0
475,75,6uGCeKQehERWqyxICGhMwd,Untamed,Before the Bridge,Eddie Berman,238213,2017-09-01,0.785,0.403,0.264,0.176,4,0.113,-11.396,1,0.029,90.79,4,0.086,51,0
476,76,2iArGx7rR2W1OjjG4VLfCL,Weeks,"Best Indie Folk of 2020, Vol. 2",Various Artists,218218,2020-12-27,0.929,0.373,0.492,0.0166,3,0.581,-10.21,1,0.0384,91.939,4,0.448,12,0
477,77,18iNTpD8inRf8iWDcDCFbH,Sorrow,Mystery,Plàsi,192573,2019-09-20,0.877,0.685,0.3,0.564,7,0.101,-11.046,0,0.0324,149.111,4,0.615,48,0
478,78,0vyNxE8W1tkbOA9s64UfGa,Back to the Beginning,This Time of the Year,Aaron Espe,229860,2017-11-03,0.932,0.493,0.345,0.791,9,0.0815,-15.159,1,0.0392,77.212,4,0.41,37,0
479,79,4sDbdBjuYQVdNNB4PiHUPo,Coastline,Wanderlust,Hollow Coves,233973,2017-03-17,0.627,0.67,0.496,0.00319,2,0.0584,-11.23,1,0.0277,100.17,4,0.427,75,1
480,80,7n8i1D8pQ6DqaO72YJ3Fo5,Destined to Pretend,"Best Indie Folk of 2020, Vol. 1",Various Artists,192357,2020-12-27,0.169,0.488,0.521,0.00612,2,0.239,-10.291,1,0.0375,95.225,4,0.237,15,0
481,81,6VwAh8Z1d5YKoSWoEaV4db,Making All Things New,Making All Things New,Aaron Espe,159600,2015,0.896,0.787,0.355,0.0201,0,0.111,-11.429,1,0.0288,99.978,4,0.48,63,0
482,82,2sf9ZR3NgbcMG7izW5db8p,Whole Heart,Whole Heart,Jessie Reid,199800,2021-01-15,0.53,0.539,0.256,0.00187,4,0.0885,-17.688,1,0.0359,96.146,3,0.15,0,0
483,83,2MhqicchjpgjkE1HSu522W,Least He's Happy,Least He's Happy,Callum Pitt,264424,2017-05-19,0.00315,0.527,0.631,0.777,11,0.0844,-8.578,1,0.0286,113.026,4,0.419,19,0
484,84,10bsIOqye17izduOx8aQD5,Wounded,Wounded,Femke,182698,2018-06-08,0.554,0.613,0.38,5.31e-05,11,0.113,-10.314,1,0.0272,123.017,4,0.246,38,0
485,85,7JmAmtToAPb0utPIF2l0aT,Eyes on You,What You See,Ed Patrick,187773,2017-10-23,0.925,0.633,0.257,0.242,6,0.0986,-14.705,1,0.0272,97.093,4,0.429,45,0
486,86,3HzVDoiZWZbDBgzyjH3sTO,Sea Creatures,"Best Indie Folk of 2020, Vol. 2",Various Artists,256394,2020-12-27,0.794,0.493,0.231,0.68,10,0.107,-13.542,0,0.0292,72.612,4,0.0886,12,0
487,87,2wOQdQ3cXCPARPHwOF4UqZ,Weeds,Some Still Morning,Handsome Ghost,253670,2020-09-18,0.721,0.579,0.325,2.24e-06,0,0.403,-9.835,1,0.0284,79.985,4,0.428,42,0
488,88,7BR77E49eVR2gEBNg4Tdt5,Beautiful Life,"Best Indie Folk of 2021, Vol. 3",Various Artists,188632,2021-12-27,0.571,0.454,0.269,8.65e-06,10,0.102,-10.593,1,0.0315,153.284,4,0.287,7,0
489,89,0KalsY81HsAAVUxZy9qUFz,Do You Rise,Lineage,Ian Randall Thornton,231924,2017-08-25,0.841,0.36,0.223,0.727,2,0.0947,-19.5,1,0.0337,99.75,4,0.0519,35,0
490,90,1gWCDz6hrwwqF8mXAqywwG,A Place,"Best Indie Folk of 2021, Vol. 4",Various Artists,225356,2021-12-27,0.898,0.365,0.264,0.861,9,0.119,-14.046,1,0.0299,84.756,4,0.187,8,0
491,91,6YV9Ci9r6Gup1l0Ea469aC,Give Me Light,Give Me Light,Marti West,226000,2019-07-26,0.954,0.579,0.266,0.807,5,0.11,-18.156,0,0.0358,115.87,4,0.324,0,0
492,92,6vCMEKOIRVGKIgfVPSh32R,Picture Perfect,Jolé,Jolé,174466,2019-05-14,0.908,0.414,0.296,0.0746,7,0.207,-13.036,1,0.0329,152.178,4,0.378,54,0
493,93,3GLMvFjzOgJ3XGphEEVEPv,Our Remains,Ancient Transition,Beta Radio,244120,2018-09-14,0.867,0.33,0.319,0.0399,1,0.114,-12.078,0,0.0335,198.112,4,0.29,55,0
494,94,0Pj6KjqwmJNdIOttPShZC9,Warm with You,Warm With You,Hayden Calnin,247749,2019-08-09,0.794,0.557,0.364,0.7,2,0.31,-12.141,1,0.0294,101.985,4,0.293,60,0
495,95,0E8afAKop5kTWKQ6BL9fub,Wide Awake & Dreaming - Stripped Duet,Honeymoon Phase / Wide Awake & Dreaming,OSKA,195120,2020-11-20,0.921,0.377,0.178,0.0313,5,0.115,-18.808,0,0.0315,98.279,4,0.109,48,0
496,96,2s4AuvhTM2ozTKiT3jQVM8,Fortaleza,Fortaleza,Hanging Valleys,293350,2018-06-08,0.947,0.345,0.232,0.717,1,0.0833,-14.495,1,0.0319,130.37,4,0.0343,0,0
497,97,77enz5hl8RicxrbPB56VXQ,I Will Spend My Whole Life Loving You,I Will Spend My Whole Life Loving You,Imaginary Future,227619,2017-06-16,0.887,0.637,0.129,0.0,11,0.0719,-17.082,1,0.0346,125.802,4,0.298,16,0
498,98,1CadsOeljItpk6nV4TY8wo,The Way Back Home,"Best Indie Folk of 2021, Vol. 4",Various Artists,214361,2021-12-27,0.684,0.426,0.326,0.000182,2,0.085,-16.58,1,0.0409,82.293,4,0.1,9,0
499,99,00vPAsfTwvicR45W2PE20o,"Spark, Set Fire",A Light Left On,The Western Den,231893,2019-02-01,0.69,0.616,0.419,0.000431,6,0.0953,-11.017,0,0.0312,76.048,4,0.322,34,0
500,0,6EPRKhUOdiFSQwGBRBbvsZ,Ace of Spades,Ace of Spades (Expanded Edition),Motörhead,166360,1980-11-08,4.02e-05,0.342,0.91,0.000121,4,0.0823,-7.748,1,0.0758,140.452,4,0.547,75,1
